iter	Logloss
0	0.4676124766
1	0.3408880585
2	0.2740336301
3	0.237489184
4	0.2148535922
5	0.2003838527
6	0.1913439366
7	0.1836330457
8	0.1781066095
9	0.1741915895
10	0.1698561385
11	0.1674918827
12	0.1660258867
13	0.1643886222
14	0.1625525665
15	0.1615231968
16	0.1605638902
17	0.159755074
18	0.1583711373
19	0.1572420699
20	0.1564731369
21	0.1555148717
22	0.1549223964
23	0.1543978579
24	0.1539203892
25	0.1535308606
26	0.1531066464
27	0.1527447972
28	0.1525216815
29	0.152358738
30	0.1521202544
31	0.15177849
32	0.1515006378
33	0.1512839012
34	0.1511099993
35	0.150971519
36	0.1507425028
37	0.1505449048
38	0.1503963989
39	0.1502270107
40	0.1499758066
41	0.1496274996
42	0.1495118868
43	0.1494367027
44	0.149293174
45	0.1492681669
46	0.1490996853
47	0.14893693
48	0.1488899215
49	0.1486962861
50	0.1486195092
51	0.1484309489
52	0.1483852521
53	0.1483138453
54	0.1482300632
55	0.1481310438
56	0.1481310431
57	0.1480349255
58	0.1479637385
59	0.1478696543
60	0.1477869282
61	0.1477319911
62	0.147634353
63	0.1476031913
64	0.1475425015
65	0.1474439958
66	0.1473498152
67	0.1472697783
68	0.1472313922
69	0.1472034774
70	0.1471712199
71	0.1471098782
72	0.1470721856
73	0.1469925651
74	0.1469285264
75	0.1468294422
76	0.1467784322
77	0.1467685195
78	0.1467164571
79	0.1466084526
80	0.1465606518
81	0.1465225152
82	0.1464478693
83	0.1463769453
84	0.1462022129
85	0.1461668008
86	0.1460825414
87	0.1460495788
88	0.1460385857
89	0.1459611397
90	0.1458753227
91	0.1458144
92	0.145758646
93	0.1457161678
94	0.1456316408
95	0.1455982383
96	0.1455455351
97	0.1454133796
98	0.1453435768
99	0.1452737125
100	0.145212938
101	0.1451768774
102	0.1451252381
103	0.1450657707
104	0.1450017908
105	0.1449789695
106	0.1448916511
107	0.1448476277
108	0.1447812034
109	0.144774873
110	0.1447609179
111	0.1446428672
112	0.1445760953
113	0.1445582104
114	0.1444791378
115	0.1444313164
116	0.1443774916
117	0.1443604468
118	0.1442947386
119	0.1442141378
120	0.1441317632
121	0.1440864746
122	0.1440540967
123	0.143997442
124	0.1439396993
125	0.143923845
126	0.1438600805
127	0.1438402404
128	0.1437966965
129	0.1437561908
130	0.143729392
131	0.1436701102
132	0.1436533564
133	0.143621035
134	0.1435461677
135	0.1434596933
136	0.1434024714
137	0.1433033975
138	0.1433000188
139	0.1432413129
140	0.1432282278
141	0.1431761056
142	0.1431296471
143	0.1430984946
144	0.1430221975
145	0.142946237
146	0.1429276962
147	0.1428634184
148	0.1428307429
149	0.1427758882
150	0.142741984
151	0.142725004
152	0.1426766637
153	0.1426508948
154	0.1425861778
155	0.142542424
156	0.1424759896
157	0.1424301486
158	0.1423384604
159	0.1423139902
160	0.1422537521
161	0.1422526027
162	0.1422374605
163	0.1421837308
164	0.142133366
165	0.1421231364
166	0.1421015694
167	0.1420639777
168	0.1420216518
169	0.1419801715
170	0.1419145047
171	0.1418981259
172	0.1418621162
173	0.1418078766
174	0.1417920764
175	0.1417575997
176	0.1416796266
177	0.141643872
178	0.1416309636
179	0.1415874817
180	0.1415472703
181	0.1415139733
182	0.1414853101
183	0.1414754382
184	0.141455953
185	0.141410691
186	0.1413260002
187	0.1412586591
188	0.1412364113
189	0.1411936214
190	0.1411323741
191	0.1411248609
192	0.1410716751
193	0.1410284215
194	0.1409852204
195	0.1408859244
196	0.1408393392
197	0.140798118
198	0.1407332813
199	0.1406610512
200	0.1406551731
201	0.1406203517
202	0.1406046018
203	0.1405836519
204	0.1405785388
205	0.1405375165
206	0.1404934651
207	0.1404393495
208	0.1404218441
209	0.1403830467
210	0.140359035
211	0.1403305258
212	0.1402857436
213	0.1402214117
214	0.1402078985
215	0.1401718073
216	0.1401343124
217	0.1400573572
218	0.1399705383
219	0.1399387813
220	0.1398558509
221	0.1397967089
222	0.1397315763
223	0.1396878524
224	0.1396659959
225	0.1396260622
226	0.1395577455
227	0.1395405038
228	0.1395066306
229	0.1394664602
230	0.1394087887
231	0.1393851674
232	0.1393827788
233	0.1393724285
234	0.1393393721
235	0.1392707514
236	0.1392193893
237	0.139182086
238	0.1391224505
239	0.1390953262
240	0.1390913605
241	0.1390648841
242	0.1390618139
243	0.1390449343
244	0.1390158786
245	0.1389399587
246	0.1388991759
247	0.1388838365
248	0.1388072554
249	0.1387296849
250	0.1386881167
251	0.1386543838
252	0.1386323528
253	0.1385813192
254	0.1385631639
255	0.138523282
256	0.1384738916
257	0.138413886
258	0.1383495192
259	0.1383119679
260	0.1383023593
261	0.1382436977
262	0.1381929019
263	0.1381347718
264	0.1380978335
265	0.1380646607
266	0.1379869455
267	0.1379446641
268	0.1378889441
269	0.1378297315
270	0.1377984882
271	0.1377600547
272	0.1377401975
273	0.1377275761
274	0.1376645448
275	0.1376335129
276	0.1375680329
277	0.1375444923
278	0.1375096859
279	0.1375013752
280	0.1375004879
281	0.1374979315
282	0.1374955542
283	0.1374736358
284	0.137410846
285	0.1373774058
286	0.1373322347
287	0.1372834393
288	0.1372615561
289	0.1372442329
290	0.1372207324
291	0.1371811789
292	0.1371711552
293	0.1371687612
294	0.1371628226
295	0.1370996173
296	0.1370511016
297	0.1370472372
298	0.1370329314
299	0.1369941053
300	0.1369208449
301	0.1369041203
302	0.1368818407
303	0.1368399981
304	0.1367806059
305	0.1367654495
306	0.1367594618
307	0.1367266497
308	0.1366929154
309	0.136655683
310	0.1366343951
311	0.1366250729
312	0.136602872
313	0.1365630548
314	0.1365564227
315	0.1365347805
316	0.1365142674
317	0.1364855027
318	0.1364579621
319	0.1364480994
320	0.1363926888
321	0.1363769903
322	0.136347736
323	0.1363013757
324	0.1362912805
325	0.1362455281
326	0.1361768751
327	0.1361377426
328	0.136133038
329	0.1361027388
330	0.1360493471
331	0.1359878872
332	0.1359595305
333	0.1359103083
334	0.1358898971
335	0.1358630353
336	0.1358263048
337	0.1357626107
338	0.1357434487
339	0.1357081737
340	0.1356552866
341	0.1356316714
342	0.1356310374
343	0.1355874565
344	0.1355240135
345	0.1355180276
346	0.1354779762
347	0.1354358906
348	0.135406587
349	0.1354048741
350	0.1353686755
351	0.1353376259
352	0.1353010802
353	0.1352574354
354	0.1352315678
355	0.1351597638
356	0.1351097652
357	0.1350672869
358	0.1350349131
359	0.1350222376
360	0.1349879413
361	0.1349684482
362	0.1349439551
363	0.1349184621
364	0.1348989074
365	0.1348576418
366	0.1348243096
367	0.1348082764
368	0.1347687194
369	0.1347216446
370	0.1346983114
371	0.1346831199
372	0.1346399122
373	0.134603252
374	0.1345698197
375	0.1345291482
376	0.1344847025
377	0.1344467992
378	0.1344114506
379	0.1343655908
380	0.1343502163
381	0.1343259751
382	0.1342904131
383	0.1342457004
384	0.1342273784
385	0.1341676596
386	0.1341490568
387	0.1341070881
388	0.1340862567
389	0.1340814156
390	0.1340097251
391	0.1339719815
392	0.1339629556
393	0.1339474059
394	0.133932406
395	0.1338967811
396	0.1338397711
397	0.1338121395
398	0.1337647779
399	0.1337306059
400	0.1337206825
401	0.1336976841
402	0.1336604914
403	0.1336279449
404	0.1336213772
405	0.1335869641
406	0.1335608489
407	0.1335071918
408	0.1334859879
409	0.1334726148
410	0.1334575517
411	0.1334372748
412	0.1333944977
413	0.1333853632
414	0.1333690236
415	0.133330841
416	0.1333261101
417	0.1332743311
418	0.1332633206
419	0.1332309638
420	0.1332165762
421	0.133210047
422	0.1331823806
423	0.1331294466
424	0.1331198206
425	0.1330717501
426	0.1330306657
427	0.1330291118
428	0.1330114435
429	0.1329777143
430	0.1329334278
431	0.1329213315
432	0.1329001617
433	0.132861726
434	0.1328219264
435	0.1327805056
436	0.1327477666
437	0.1327008971
438	0.1326618505
439	0.1326213957
440	0.1325666801
441	0.1325424474
442	0.1324923893
443	0.1324674707
444	0.1324515371
445	0.1324233957
446	0.1323708346
447	0.1323556887
448	0.132328152
449	0.1322685792
450	0.132213488
451	0.132190745
452	0.1321602329
453	0.13212289
454	0.1321007376
455	0.1320893482
456	0.1320724533
457	0.1320242175
458	0.1320047429
459	0.131954827
460	0.1319382995
461	0.1319168678
462	0.1318873763
463	0.1318599065
464	0.1318300514
465	0.1318212974
466	0.1318044897
467	0.1317594036
468	0.1317357834
469	0.1317152327
470	0.1316684299
471	0.1316536356
472	0.131623315
473	0.1315974588
474	0.1315898134
475	0.1315674192
476	0.1315104735
477	0.1314982098
478	0.1314696002
479	0.1314449171
480	0.1314097282
481	0.1313999314
482	0.1313455172
483	0.1312881342
484	0.1312473473
485	0.1312238788
486	0.1312008884
487	0.1311901116
488	0.1311659261
489	0.1311146625
490	0.1310867841
491	0.1310452121
492	0.1310297856
493	0.1310297071
494	0.1309966696
495	0.1309544226
496	0.1309440545
497	0.1309161544
498	0.1308770906
499	0.1308465825
500	0.1308371607
501	0.1307879857
502	0.1307575618
503	0.1307385864
504	0.1307284231
505	0.1307105142
506	0.1306691762
507	0.130658695
508	0.1306418924
509	0.1305950547
510	0.1305278563
511	0.1304816774
512	0.1304346224
513	0.1304031115
514	0.1303879159
515	0.1303697903
516	0.1303145448
517	0.1302779371
518	0.1302285254
519	0.1302198196
520	0.1301947107
521	0.1301810205
522	0.130170434
523	0.1301079089
524	0.1300826275
525	0.1300596094
526	0.1300252375
527	0.1299637747
528	0.1299472091
529	0.1299084934
530	0.1299013262
531	0.129879055
532	0.1298612232
533	0.1298238269
534	0.1297897368
535	0.1297682738
536	0.1297349586
537	0.1296907163
538	0.1296829185
539	0.1296402693
540	0.1296025816
541	0.1295785354
542	0.1295388734
543	0.1295055719
544	0.1294368322
545	0.1293921078
546	0.1293621732
547	0.1293547079
548	0.1293121003
549	0.1292772939
550	0.1292447318
551	0.1291980654
552	0.1291755091
553	0.1291399618
554	0.129104088
555	0.1290789032
556	0.1290589079
557	0.1290463987
558	0.1290194607
559	0.1289908189
560	0.1289799258
561	0.1289221452
562	0.128895013
563	0.1288715516
564	0.1288397788
565	0.1288193783
566	0.1287925295
567	0.12875024
