iter	Logloss
0	0.4698560775
1	0.3413509849
2	0.2792240287
3	0.2393466805
4	0.2151899093
5	0.2006670237
6	0.1907764408
7	0.1848430713
8	0.179214163
9	0.1767727315
10	0.172907071
11	0.1708089962
12	0.1686332476
13	0.1671822548
14	0.164319209
15	0.1620349675
16	0.1604643397
17	0.1592679701
18	0.1585565986
19	0.1579098058
20	0.1573424697
21	0.1564261107
22	0.1559124337
23	0.1551799114
24	0.1545707517
25	0.1541534208
26	0.1538268408
27	0.1535530346
28	0.1532337029
29	0.1529751704
30	0.1526452502
31	0.1523136364
32	0.1520940817
33	0.1518678937
34	0.1516523485
35	0.1513819651
36	0.1511573232
37	0.1510254382
38	0.1508899833
39	0.1508522587
40	0.1507448548
41	0.1506277565
42	0.1504383626
43	0.1502827628
44	0.1501293106
45	0.1499575177
46	0.1498468243
47	0.1497247548
48	0.1496890929
49	0.1496703623
50	0.149584375
51	0.1495134188
52	0.1494901621
53	0.149459856
54	0.1493917683
55	0.1492515091
56	0.1491191759
57	0.1490621203
58	0.1488984959
59	0.1488795864
60	0.1487827872
61	0.1486087056
62	0.148557464
63	0.1485130185
64	0.1484828987
65	0.1484401385
66	0.1483588556
67	0.1482954338
68	0.1482104409
69	0.1481236615
70	0.1480965838
71	0.1480192255
72	0.1479655874
73	0.1478327786
74	0.1477507288
75	0.1476226165
76	0.1475885304
77	0.1474750515
78	0.1473776661
79	0.1473072909
80	0.1472450322
81	0.1472384299
82	0.1471349048
83	0.147101756
84	0.1470022085
85	0.1469805063
86	0.1469268814
87	0.1469219153
88	0.1468813253
89	0.1468432962
90	0.1467520041
91	0.1466962609
92	0.1466371451
93	0.1465843652
94	0.146495449
95	0.1464933775
96	0.1464576662
97	0.1464175276
98	0.1463385833
99	0.1462908193
100	0.1462168319
101	0.146138295
102	0.1460660202
103	0.1460040847
104	0.1459408681
105	0.1459176245
106	0.1458791445
107	0.1458066106
108	0.1457084587
109	0.1456411989
110	0.1455838694
111	0.1455151539
112	0.1454467019
113	0.145392007
114	0.1453639918
115	0.1452866892
116	0.1452194086
117	0.1451724942
118	0.1451293155
119	0.1450909868
120	0.1450634016
121	0.145009008
122	0.1449749102
123	0.144914997
124	0.1448775242
125	0.1448159872
126	0.1447401107
127	0.1446961755
128	0.1446537401
129	0.1445749922
130	0.1445116355
131	0.1444497352
132	0.1444345481
133	0.1443961767
134	0.1443345939
135	0.1442790608
136	0.1442368455
137	0.1442107972
138	0.1441476477
139	0.1441025639
140	0.1440618287
141	0.1440036717
142	0.1439870518
143	0.1438841157
144	0.143808446
145	0.1437519214
146	0.143716031
147	0.1436940286
148	0.1436003597
149	0.1435865557
150	0.1435450708
151	0.1435099572
152	0.1434788596
153	0.1434507454
154	0.1433638673
155	0.1432755849
156	0.143215276
157	0.1431808852
158	0.1431767478
159	0.143126227
