iter	Logloss
0	0.4613874891
1	0.3372214276
2	0.2735144146
3	0.2392938761
4	0.2162897799
5	0.2044047934
6	0.1933687257
7	0.1860625957
8	0.1818795864
9	0.1765168154
10	0.171965972
11	0.1701632287
12	0.1677973832
13	0.1666093756
14	0.1642312818
15	0.1632326889
16	0.1614365228
17	0.1603244791
18	0.1593578537
19	0.1581735874
20	0.1574737073
21	0.1569417598
22	0.1561921098
23	0.1557597158
24	0.1554341484
25	0.1549063027
26	0.1545116941
27	0.1541769719
28	0.1538418624
29	0.1535940955
30	0.1532625142
31	0.1529923588
32	0.1527975374
33	0.1526637747
34	0.1524065868
35	0.1522237997
36	0.1521174975
37	0.1520716306
38	0.1519369051
39	0.1516554406
40	0.1513615417
41	0.1512261701
42	0.1510982618
43	0.1509354569
44	0.1508639118
45	0.1507566001
46	0.1506507904
47	0.1505048013
48	0.1503543897
49	0.1502764053
50	0.1501656245
51	0.1500618137
52	0.1498790979
53	0.1497227609
54	0.1496207348
55	0.1495439734
56	0.1494476601
57	0.1493728759
58	0.1493158918
59	0.1493144308
60	0.1493032764
61	0.1491739068
62	0.1491223658
63	0.1490291684
64	0.1489629374
65	0.1489132102
66	0.1489011043
67	0.1487942149
68	0.1487491841
69	0.1487181592
70	0.1486701664
71	0.1485323511
72	0.1484086879
73	0.1483434869
74	0.1482760152
75	0.1481216073
76	0.1480280921
77	0.14792314
78	0.1478482723
79	0.1477730768
80	0.1477033714
81	0.1476623715
82	0.1476446085
83	0.1475748767
84	0.1474871985
85	0.1473960759
86	0.1473186022
87	0.1472701012
88	0.1472488205
89	0.1471391756
90	0.1471255104
91	0.1470639067
92	0.1470179108
93	0.1469361919
94	0.146836048
95	0.1467517139
96	0.1466593555
97	0.1466412431
98	0.1466040307
99	0.1465424603
100	0.1464933861
101	0.1464740683
102	0.1463834021
103	0.1463553772
104	0.1462865493
105	0.1462091048
106	0.1460810548
107	0.1460530991
108	0.1459936288
109	0.145936911
110	0.1458809084
111	0.1458096599
112	0.1457344603
113	0.1456639903
114	0.1456333724
115	0.1455719562
116	0.1454870399
117	0.1454696416
118	0.1454212833
119	0.1454105756
120	0.1453892614
121	0.1452991196
122	0.1452360766
123	0.1451514095
124	0.1450716614
125	0.1449750506
126	0.1449197369
127	0.1448634192
128	0.1448062211
129	0.1447643285
130	0.1447160389
131	0.1446885708
132	0.1446357537
133	0.144589827
134	0.144527844
135	0.144456816
136	0.144437093
137	0.1444246201
138	0.1444232809
139	0.1444066285
140	0.1443766151
141	0.1443550499
142	0.14434766
143	0.1443185437
144	0.1442914402
145	0.1442066391
146	0.1441650732
147	0.1441209155
148	0.1440808285
149	0.1440803313
150	0.1440442799
151	0.1439916527
152	0.1439323438
153	0.1439142316
154	0.1438554594
155	0.1438345556
156	0.1438245985
157	0.1437494778
158	0.1437113129
159	0.1436937141
160	0.1436836688
161	0.1436199372
162	0.1435883299
163	0.1435365532
164	0.1435006277
165	0.1434685231
166	0.1434301234
167	0.143375172
168	0.1432918724
169	0.1432616597
170	0.1432327084
171	0.143226231
172	0.143189635
173	0.1431191192
174	0.1431171484
175	0.1430712769
176	0.1430570215
177	0.1430115063
178	0.1429696725
179	0.1429422969
180	0.1429083278
181	0.1428405447
182	0.1428199439
183	0.1428008341
184	0.142773621
185	0.1427190708
186	0.1426562847
