iter	Passed	Remaining
0	93	93803
1	188	93988
2	274	91197
3	351	87586
4	439	87491
5	538	89187
6	627	88981
7	727	90239
8	819	90238
9	904	89509
10	995	89474
11	1080	88934
12	1222	92784
13	1296	91303
14	1377	90432
15	1450	89209
16	1530	88525
17	1613	88045
18	1706	88096
19	1800	88221
20	1884	87852
21	1967	87445
22	2052	87184
23	2130	86646
24	2204	85994
25	2299	86157
26	2395	86336
27	2475	85950
28	2567	85976
29	2656	85888
30	2750	85959
31	2846	86103
32	2942	86212
33	3064	87079
34	3169	87383
35	3250	87042
36	3338	86891
37	3397	86018
38	3491	86028
39	3587	86101
40	3670	85858
41	3744	85401
42	3851	85718
43	3941	85647
44	4033	85591
45	4123	85513
46	4215	85482
47	4306	85419
48	4398	85373
49	4480	85123
50	4564	84934
51	4652	84815
52	4740	84703
53	4827	84573
54	4917	84498
55	5012	84488
56	5096	84319
57	5171	83996
58	5255	83819
59	5291	82904
60	5324	81965
61	5404	81762
62	5492	81692
63	5580	81613
64	5666	81509
65	5758	81494
66	5800	80776
67	5890	80739
68	5974	80605
69	6057	80484
70	6139	80334
71	6212	80078
72	6287	79841
73	6356	79537
74	6427	79268
75	6501	79043
76	6580	78876
77	6658	78703
78	6736	78535
79	6810	78321
80	6883	78101
81	6954	77856
82	7020	77560
83	7100	77428
84	7178	77275
85	7249	77046
86	7324	76864
87	7405	76744
88	7486	76631
89	7569	76540
90	7634	76261
91	7704	76042
92	7775	75830
93	7854	75701
94	7931	75556
95	8009	75427
96	8088	75295
97	8155	75061
98	8248	75072
99	8336	75032
100	8421	74955
101	8483	74687
102	8558	74530
103	8635	74395
104	8713	74269
105	8790	74140
106	8870	74032
107	8947	73900
108	9023	73762
109	9102	73646
110	9175	73488
111	9255	73384
112	9331	73251
113	9404	73093
114	9481	72970
115	9561	72865
116	9638	72743
117	9724	72688
118	9798	72541
119	9855	72275
120	9934	72168
121	10010	72045
122	10098	72003
123	10177	71901
124	10254	71779
125	10335	71689
126	10415	71593
127	10505	71566
128	10590	71507
129	10671	71419
130	10758	71365
131	10848	71337
132	10941	71327
133	11024	71245
134	11096	71101
135	11171	70973
136	11238	70793
137	11307	70628
138	11366	70407
139	11448	70327
140	11525	70218
141	11603	70110
142	11687	70043
143	11774	69991
144	11854	69901
145	11943	69858
146	12021	69760
147	12103	69676
148	12177	69548
149	12241	69367
150	12330	69329
151	12424	69315
152	12509	69251
153	12583	69129
154	12689	69176
155	12768	69082
156	12851	69004
157	12947	68996
158	13040	68975
159	13132	68947
160	13216	68873
161	13303	68818
162	13380	68707
163	13454	68584
164	13533	68490
165	13635	68504
166	13740	68539
167	13834	68513
168	13909	68394
169	13989	68300
170	14067	68197
171	14139	68065
172	14223	67992
173	14317	67968
174	14394	67861
175	14482	67803
176	14564	67718
177	14650	67656
178	14725	67538
179	14808	67462
180	14914	67488
181	15008	67453
182	15087	67358
183	15165	67256
184	15240	67141
185	15327	67076
186	15407	66983
187	15486	66886
188	15559	66767
189	15635	66658
190	15713	66554
191	15793	66462
192	15870	66361
193	15950	66267
194	16033	66188
195	16112	66095
196	16195	66015
197	16270	65903
198	16347	65802
199	16431	65727
200	16508	65623
201	16582	65508
202	16663	65422
203	16739	65318
204	16822	65237
205	16897	65130
206	16969	65008
207	17057	64950
208	17136	64856
209	17226	64804
210	17319	64762
211	17397	64665
212	17487	64613
213	17564	64511
214	17651	64447
215	17728	64348
216	17817	64291
217	17902	64217
218	17999	64190
219	18088	64131
220	18179	64080
221	18269	64024
222	18332	63876
223	18401	63748
224	18465	63604
225	18547	63521
226	18628	63434
227	18776	63578
228	18948	63797
229	19141	64081
230	19342	64389
231	19502	64559
232	19684	64796
233	19856	64998
234	20046	65256
235	20203	65405
236	20393	65655
237	20590	65924
238	20775	66150
239	20945	66326
240	21112	66490
241	21266	66610
242	21474	66897
243	21684	67185
244	21875	67411
245	22074	67659
246	22266	67881
247	22425	68000
248	22614	68207
249	22784	68354
250	22953	68494
251	23138	68679
252	23323	68862
253	23520	69080
254	23725	69314
255	23928	69542
256	24123	69743
257	24323	69953
258	24527	70172
259	24717	70348
260	24923	70569
261	25126	70775
262	25315	70940
263	25500	71091
264	25697	71273
265	25895	71455
266	26100	71653
267	26297	71828
268	26491	71989
269	26703	72198
270	26871	72285
271	27070	72454
272	27279	72645
273	27488	72834
274	27687	72994
275	27894	73173
276	28049	73212
277	28244	73353
278	28440	73495
279	28629	73619
280	28826	73758
281	29026	73903
282	29184	73939
283	29390	74097
284	29602	74264
285	29792	74376
286	29981	74483
287	30201	74664
288	30378	74738
289	30565	74832
290	30765	74957
291	30909	74945
292	31114	75078
293	31326	75227
294	31527	75345
295	31708	75413
296	31891	75487
297	32086	75586
298	32270	75656
299	32484	75796
300	32690	75916
301	32887	76012
302	33067	76067
303	33252	76131
304	33469	76266
305	33696	76422
306	33905	76535
307	34076	76560
308	34292	76685
309	34510	76814
310	34706	76889
311	34903	76966
312	35094	77028
313	35270	77055
314	35452	77095
315	35640	77145
316	35844	77230
317	36057	77331
318	36249	77384
319	36428	77409
320	36627	77476
321	36799	77484
322	37010	77574
323	37183	77579
324	37376	77627
325	37571	77677
326	37759	77713
327	37945	77742
328	38123	77753
329	38269	77698
330	38458	77730
331	38642	77749
332	38823	77762
333	39019	77804
334	39213	77841
335	39408	77879
336	39613	77933
337	39802	77957
338	39977	77951
339	40166	77969
340	40353	77984
341	40547	78012
342	40734	78025
343	40951	78094
344	41107	78044
345	41305	78074
346	41501	78099
347	41685	78100
348	41901	78160
349	42086	78161
350	42286	78188
351	42484	78209
352	42692	78249
353	42880	78250
354	43079	78270
355	43293	78318
356	43494	78339
357	43688	78346
358	43880	78350
359	44069	78345
360	44270	78362
361	44450	78340
362	44632	78321
363	44828	78326
364	45028	78337
365	45207	78310
366	45399	78304
367	45593	78302
368	45753	78239
369	45931	78208
370	46241	78398
371	46444	78405
372	46646	78411
373	46832	78388
374	46973	78289
375	47140	78233
376	47298	78161
377	47501	78163
378	47691	78144
379	47840	78056
380	48013	78005
381	48201	77979
382	48392	77958
383	48603	77968
384	48789	77936
385	48966	77889
386	49131	77823
387	49321	77796
388	49516	77774
389	49691	77723
390	49881	77692
391	50070	77661
392	50230	77582
393	50388	77501
394	50533	77399
395	50735	77384
396	50915	77334
397	51118	77319
398	51292	77260
399	51475	77213
400	51669	77182
401	51848	77127
402	52042	77095
403	52222	77040
404	52397	76979
405	52581	76929
406	52779	76899
407	52964	76850
408	53153	76806
409	53350	76773
410	53517	76696
411	53709	76653
412	53886	76589
413	54076	76543
414	54271	76503
415	54437	76422
416	54625	76370
417	54808	76312
418	54991	76252
419	55188	76212
420	55372	76153
421	55563	76103
422	55756	76055
423	55947	76003
424	56134	75946
425	56328	75898
426	56496	75814
427	56652	75713
428	56806	75609
429	56978	75529
430	57158	75459
431	57337	75388
432	57522	75323
433	57717	75272
434	57902	75206
435	58085	75137
436	58274	75077
437	58464	75015
438	58631	74924
439	58813	74853
440	58994	74780
441	59204	74742
442	59416	74706
443	59599	74633
444	59793	74574
445	59983	74509
446	60178	74449
447	60363	74376
448	60556	74312
449	60752	74253
450	60929	74169
451	61127	74109
452	61303	74024
453	61476	73934
454	61674	73873
455	61871	73811
456	62063	73743
457	62270	73691
458	62427	73580
459	62615	73505
460	62771	73391
461	62957	73314
462	63148	73241
463	63323	73149
464	63511	73072
465	63707	73004
466	63885	72913
467	64060	72820
468	64258	72753
469	64440	72666
470	64625	72583
471	64797	72484
472	64993	72413
473	65175	72325
474	65350	72229
475	65555	72166
476	65746	72086
477	65929	71997
478	66094	71890
479	66294	71819
480	66446	71695
481	66627	71603
482	66814	71517
483	66982	71411
484	67166	71320
485	67351	71232
486	67508	71113
487	67696	71026
488	67858	70911
489	68030	70807
490	68213	70713
491	68397	70621
492	68580	70527
493	68764	70435
494	68955	70348
495	69152	70267
496	69318	70155
497	69512	70070
498	69726	70005
499	69929	69929
500	70101	69822
501	70292	69731
502	70499	69658
503	70736	69613
504	70924	69520
505	71120	69433
506	71336	69366
507	71571	69317
508	71807	69268
509	72027	69203
510	72215	69105
511	72410	69016
512	72628	68947
513	72866	68897
514	73198	68934
515	73454	68898
516	73689	68843
517	73921	68784
518	74168	68737
519	74378	68656
520	74492	68487
521	74589	68302
522	74694	68124
523	74783	67932
524	74891	67759
525	74990	67576
526	75085	67391
527	75186	67212
528	75284	67029
529	75372	66839
530	75469	66657
531	75565	66475
532	75666	66296
533	75756	66109
534	75867	65941
535	75970	65765
536	76072	65589
537	76157	65399
538	76252	65218
539	76347	65036
540	76437	64851
541	76532	64671
542	76618	64484
543	76715	64305
544	76807	64123
545	76901	63944
546	76973	63746
547	77061	63561
548	77152	63380
549	77239	63196
550	77325	63010
551	77408	62824
552	77488	62635
553	77572	62450
554	77661	62268
555	77751	62089
556	77836	61905
557	77917	61719
558	78013	61545
559	78117	61377
560	78207	61200
561	78293	61019
562	78378	60837
563	78470	60661
564	78563	60486
565	78650	60308
566	78727	60122
567	78806	59937
568	78888	59755
569	78963	59568
570	79093	59424
571	79186	59251
572	79275	59076
573	79365	58901
574	79455	58727
575	79542	58552
576	79632	58379
577	79718	58202
578	79805	58027
579	79897	57856
580	79987	57684
581	80072	57508
582	80154	57331
583	80235	57154
584	80323	56981
585	80411	56809
586	80504	56641
587	80597	56473
588	80690	56305
589	80773	56130
590	80868	55964
591	80963	55799
592	81044	55624
593	81125	55449
594	81200	55270
595	81282	55097
596	81363	54923
597	81445	54751
598	81520	54573
599	81599	54399
600	81680	54226
601	81767	54058
602	81860	53894
603	81949	53728
604	82031	53558
605	82104	53381
606	82184	53210
607	82271	53043
608	82354	52874
609	82438	52706
610	82517	52535
611	82593	52362
612	82660	52185
613	82730	52009
614	82804	51837
615	82882	51667
616	82969	51503
617	83050	51335
618	83129	51166
619	83209	50999
620	83284	50829
621	83360	50659
622	83440	50492
623	83508	50319
624	83601	50160
625	83674	49990
626	83750	49822
627	83829	49657
628	83909	49491
629	83982	49322
630	84058	49156
631	84119	48981
632	84189	48811
633	84264	48644
634	84342	48480
635	84419	48315
636	84497	48151
637	84579	47990
638	84660	47828
639	84748	47670
640	84844	47518
641	84917	47352
642	84997	47191
643	85077	47030
644	85156	46868
645	85217	46698
646	85295	46536
647	85356	46366
648	85436	46206
649	85522	46050
650	85600	45890
651	85682	45732
652	85751	45567
653	85829	45408
654	85900	45245
655	85978	45086
656	86059	44929
657	86129	44766
658	86204	44606
659	86272	44443
660	86353	44287
661	86430	44129
662	86492	43963
663	86582	43812
664	86661	43656
665	86734	43497
666	86811	43340
667	86904	43192
668	86975	43032
669	87046	42873
670	87130	42721
671	87209	42566
672	87266	42401
673	87346	42247
674	87414	42088
675	87480	41928
676	87555	41773
677	87632	41619
678	87713	41466
679	87789	41312
680	87869	41160
681	87949	41008
682	88026	40855
683	88104	40703
684	88165	40543
685	88241	40390
686	88296	40228
687	88358	40069
688	88418	39910
689	88494	39758
690	88571	39607
691	88647	39456
692	88725	39305
693	88807	39157
694	88892	39010
695	88947	38850
696	89018	38698
697	89105	38552
698	89197	38409
699	89286	38265
700	89363	38116
701	89432	37964
702	89498	37811
703	89561	37656
704	89628	37504
705	89701	37354
706	89767	37202
