iter	Passed	Remaining
0	82	82525
1	165	82595
2	241	80160
3	318	79413
4	400	79796
5	473	78425
6	548	77741
7	626	77652
8	708	77964
9	791	78315
10	867	78029
11	942	77623
12	1018	77311
13	1100	77515
14	1189	78102
15	1297	79807
16	1378	79685
17	1466	80001
18	1549	80000
19	1629	79856
20	1706	79557
21	1783	79267
22	1858	78943
23	1938	78837
24	2016	78655
25	2087	78184
26	2167	78126
27	2235	77616
28	2308	77303
29	2385	77127
30	2464	77023
31	2538	76788
32	2618	76735
33	2686	76322
34	2766	76270
35	2843	76132
36	2920	76021
37	2962	74996
38	3031	74705
39	3108	74603
40	3184	74486
41	3252	74192
42	3328	74088
43	3402	73933
44	3484	73952
45	3553	73703
46	3637	73756
47	3724	73866
48	3806	73878
49	3877	73673
50	3945	73410
51	4025	73393
52	4088	73057
53	4166	72983
54	4240	72855
55	4310	72663
56	4379	72459
57	4457	72394
58	4485	71534
59	4549	71272
60	4628	71241
61	4704	71175
62	4781	71120
63	4862	71108
64	4923	70827
65	4998	70730
66	5066	70554
67	5137	70419
68	5209	70287
69	5279	70136
70	5351	70015
71	5425	69929
72	5508	69956
73	5585	69890
74	5666	69882
75	5737	69752
76	5810	69648
77	5895	69692
78	5972	69626
79	6050	69576
80	6123	69472
81	6206	69478
82	6285	69443
83	6361	69373
84	6421	69126
85	6500	69083
86	6556	68807
87	6629	68701
88	6698	68562
89	6758	68338
90	6822	68150
91	6891	68019
92	6971	67989
93	7047	67926
94	7121	67838
95	7192	67730
96	7273	67707
97	7353	67681
98	7430	67627
99	7486	67379
100	7540	67114
101	7608	66981
102	7688	66956
103	7766	66915
104	7828	66727
105	7899	66624
106	7968	66502
107	8053	66514
108	8116	66349
109	8203	66370
110	8282	66337
111	8361	66296
112	8431	66181
113	8516	66192
114	8592	66123
115	8671	66081
116	8751	66046
117	8828	65989
118	8917	66018
119	8990	65931
120	9064	65847
121	9140	65779
122	9216	65711
123	9283	65583
124	9363	65542
125	9442	65498
126	9522	65458
127	9600	65403
128	9683	65384
129	9760	65322
130	9839	65273
131	9909	65159
132	9989	65120
133	10066	65055
134	10145	65003
135	10223	64946
136	10316	64985
137	10401	64973
138	10483	64937
139	10551	64818
140	10630	64761
141	10707	64697
142	10795	64697
143	10857	64544
144	10935	64481
145	11015	64433
146	11090	64355
147	11155	64221
148	11237	64181
149	11313	64109
150	11386	64020
151	11468	63981
152	11547	63927
153	11622	63847
154	11708	63832
155	11789	63783
156	11858	63671
157	11936	63609
158	12002	63483
159	12083	63439
160	12163	63384
161	12238	63309
162	12313	63231
163	12383	63124
164	12469	63102
165	12553	63069
166	12641	63057
167	12713	62963
168	12782	62855
169	12861	62793
170	12938	62727
171	12999	62581
172	13069	62478
173	13136	62359
174	13214	62299
175	13270	62130
176	13341	62031
177	13418	61968
178	13481	61832
179	13563	61788
180	13636	61703
181	13718	61659
182	13798	61605
183	13877	61544
184	13956	61484
185	14038	61436
186	14103	61317
187	14181	61252
188	14261	61194
189	14329	61089
190	14395	60973
191	14465	60877
192	14549	60834
193	14629	60779
194	14725	60788
195	14814	60770
196	14893	60709
197	14978	60670
198	15053	60594
199	15135	60541
200	15210	60463
201	15276	60351
202	15363	60318
203	15433	60222
204	15511	60152
205	15586	60077
206	15660	59993
207	15736	59918
208	15813	59849
209	15886	59762
210	15956	59667
211	16036	59608
212	16116	59547
213	16192	59474
214	16266	59391
215	16346	59332
216	16422	59257
217	16484	59133
218	16567	59082
219	16647	59021
220	16726	58959
221	16801	58882
222	16882	58824
223	16981	58828
224	17070	58797
225	17151	58741
226	17227	58663
227	17305	58594
228	17379	58514
229	17457	58444
230	17534	58373
231	17616	58315
232	17692	58239
233	17764	58151
234	17837	58068
235	17916	58000
236	17998	57944
237	18075	57871
238	18149	57789
239	18223	57706
240	18305	57650
241	18381	57575
242	18458	57503
243	18539	57442
244	18614	57363
245	18694	57300
246	18770	57224
247	18844	57142
248	18920	57065
249	18994	56983
250	19065	56891
251	19155	56858
252	19237	56800
253	19311	56717
254	19383	56629
255	19453	56537
256	19536	56480
257	19606	56388
258	19686	56324
259	19756	56229
260	19822	56125
261	19897	56046
262	19968	55957
263	20023	55822
264	20089	55720
265	20170	55659
266	20250	55594
267	20334	55541
268	20410	55464
269	20485	55388
270	20554	55293
271	20629	55214
272	20705	55140
273	20779	55057
274	20849	54967
275	20918	54873
276	20997	54806
277	21057	54688
278	21133	54613
279	21209	54538
280	21289	54474
281	21369	54408
282	21466	54385
283	21537	54298
284	21617	54232
285	21696	54166
286	21772	54090
287	21849	54016
288	21928	53948
289	22008	53883
290	22085	53810
291	22156	53722
292	22223	53624
293	22301	53553
294	22382	53491
295	22462	53424
296	22540	53352
297	22625	53299
298	22706	53233
299	22785	53167
300	22863	53095
301	22939	53019
302	23006	52922
303	23076	52832
304	23152	52756
305	23233	52693
306	23308	52614
307	23388	52548
308	23482	52511
309	23563	52448
310	23652	52400
311	23736	52341
312	23815	52272
313	23895	52205
314	23973	52132
315	24048	52054
316	24126	51981
317	24198	51897
318	24280	51834
319	24360	51765
320	24434	51685
321	24507	51603
322	24574	51507
323	24655	51441
324	24732	51366
325	24804	51282
326	24870	51186
327	24930	51077
328	25006	51001
329	25084	50929
330	25166	50866
331	25246	50797
332	25323	50722
333	25396	50640
334	25455	50531
335	25538	50468
336	25618	50401
337	25720	50376
338	25810	50327
339	25883	50244
340	25964	50176
341	26040	50102
342	26121	50034
343	26195	49954
344	26271	49877
345	26344	49795
346	26424	49726
347	26498	49646
348	26579	49579
349	26655	49503
350	26740	49443
351	26815	49364
352	26893	49292
353	26974	49224
354	27049	49146
355	27123	49066
356	27198	48987
357	27256	48879
358	27325	48790
359	27403	48717
360	27478	48639
361	27544	48544
362	27623	48475
363	27708	48413
364	27778	48326
365	27854	48249
366	27949	48206
367	28033	48144
368	28099	48051
369	28177	47977
370	28248	47893
371	28320	47810
372	28399	47738
373	28469	47652
374	28555	47592
375	28635	47523
376	28716	47454
377	28791	47376
378	28872	47308
379	28952	47237
380	29028	47161
381	29106	47088
382	29184	47014
383	29257	46934
384	29335	46861
385	29404	46772
386	29484	46702
387	29554	46617
388	29633	46545
389	29712	46473
390	29792	46403
391	29868	46327
392	29946	46252
393	30027	46183
394	30114	46125
395	30204	46069
396	30325	46061
397	30399	45981
398	30468	45893
399	30544	45816
400	30622	45742
401	30697	45663
402	30768	45579
403	30842	45500
404	30913	45416
405	30992	45343
406	31068	45267
407	31143	45188
408	31209	45097
409	31280	45014
410	31346	44922
411	31418	44839
412	31496	44766
413	31569	44685
414	31646	44609
415	31728	44541
416	31810	44473
417	31881	44389
418	31961	44318
419	32044	44251
420	32123	44179
421	32194	44095
422	32279	44030
423	32377	43984
424	32467	43927
425	32541	43847
426	32615	43766
427	32691	43691
428	32766	43612
429	32834	43524
430	32901	43436
431	32978	43360
432	33051	43280
433	33125	43200
434	33203	43126
435	33281	43052
436	33361	42980
437	33439	42906
438	33512	42825
439	33592	42754
440	33672	42682
441	33741	42597
442	33814	42515
443	33894	42444
444	33973	42371
445	34049	42294
446	34128	42222
447	34211	42153
448	34295	42086
449	34364	42001
450	34446	41931
451	34537	41872
452	34625	41810
453	34712	41746
454	34795	41678
455	34875	41605
456	34954	41532
457	35034	41460
458	35114	41387
459	35185	41304
460	35255	41220
461	35324	41135
462	35394	41051
463	35475	40980
464	35555	40907
465	35638	40838
466	35715	40763
467	35793	40688
468	35874	40616
469	35953	40543
470	36003	40437
471	36081	40362
472	36163	40292
473	36230	40205
474	36310	40132
475	36384	40053
476	36460	39976
477	36543	39907
478	36623	39835
479	36709	39768
480	36796	39703
481	36878	39633
482	36948	39549
483	37023	39471
484	37098	39393
485	37157	39297
486	37225	39212
487	37299	39134
488	37374	39056
489	37447	38976
490	37522	38897
491	37608	38831
492	37683	38753
493	37761	38678
494	37840	38604
495	37909	38520
496	37991	38450
497	38070	38375
498	38153	38306
499	38233	38233
500	38313	38161
501	38387	38081
502	38464	38006
503	38541	37929
504	38618	37853
505	38697	37779
506	38781	37710
507	38862	37638
508	38958	37580
509	39041	37510
510	39124	37440
511	39195	37358
512	39277	37286
513	39355	37211
514	39433	37136
515	39510	37059
516	39593	36989
517	39672	36915
518	39744	36834
519	39819	36756
520	39898	36681
521	39973	36604
522	40042	36520
523	40121	36445
524	40200	36371
525	40276	36294
526	40356	36221
527	40436	36147
528	40515	36073
529	40588	35993
530	40670	35922
531	40748	35846
532	40817	35763
533	40897	35689
534	40968	35608
535	41054	35539
536	41140	35471
537	41230	35406
538	41306	35329
539	41383	35252
540	41460	35176
541	41537	35100
542	41618	35026
543	41698	34953
544	41773	34875
545	41853	34801
546	41933	34727
547	42007	34648
548	42084	34572
549	42165	34498
550	42249	34427
551	42333	34357
552	42413	34283
553	42486	34204
554	42564	34127
555	42628	34041
556	42708	33967
557	42786	33891
558	42864	33816
559	42935	33734
560	43016	33662
561	43081	33576
562	43153	33495
563	43236	33423
564	43330	33360
565	43415	33290
566	43500	33219
567	43580	33146
568	43664	33074
569	43742	32998
570	43820	32922
571	43898	32846
572	43976	32771
573	44044	32687
574	44116	32607
575	44188	32527
576	44263	32449
577	44345	32377
578	44432	32307
579	44529	32245
580	44603	32166
581	44688	32095
582	44767	32020
583	44842	31942
584	44917	31864
585	44994	31787
586	45072	31712
587	45146	31633
588	45229	31560
589	45306	31484
590	45383	31407
591	45461	31331
592	45562	31271
593	45651	31202
594	45730	31127
595	45811	31053
596	45886	30974
597	45970	30902
598	46050	30828
599	46129	30752
600	46201	30672
601	46282	30598
602	46363	30524
603	46436	30445
604	46519	30371
605	46581	30285
606	46653	30205
607	46734	30131
608	46814	30056
609	46894	29981
610	46973	29906
611	47052	29830
612	47130	29754
613	47211	29679
614	47293	29606
615	47379	29535
616	47454	29456
617	47534	29382
618	47617	29308
619	47715	29245
620	47812	29180
621	47894	29106
622	47971	29029
623	48049	28952
624	48117	28870
625	48194	28793
626	48269	28715
627	48359	28645
628	48455	28580
629	48548	28512
630	48644	28446
631	48734	28377
632	48835	28313
633	48923	28242
634	49013	28173
635	49083	28091
636	49158	28013
637	49226	27930
638	49306	27855
639	49368	27769
640	49443	27691
641	49516	27611
642	49587	27531
643	49673	27459
644	49759	27386
645	49844	27314
646	49928	27240
647	50004	27162
648	50085	27087
649	50182	27021
650	50257	26942
651	50326	26861
652	50406	26785
653	50490	26712
654	50571	26637
655	50647	26559
656	50731	26485
657	50804	26406
658	50883	26329
659	50963	26253
660	51036	26174
661	51110	26095
662	51185	26017
663	51261	25939
664	51344	25865
665	51412	25783
666	51491	25707
667	51566	25628
668	51647	25553
669	51733	25480
670	51812	25404
671	51892	25328
672	51958	25245
673	52032	25167
674	52114	25092
675	52188	25013
676	52272	24939
677	52340	24858
678	52419	24781
679	52498	24705
680	52571	24625
681	52640	24545
682	52719	24468
683	52800	24393
684	52886	24319
685	52960	24241
686	53043	24167
687	53124	24091
688	53205	24015
689	53276	23935
690	53355	23859
691	53430	23781
692	53505	23702
693	53584	23626
694	53673	23554
695	53756	23479
696	53832	23401
697	53920	23329
698	53988	23248
699	54060	23168
700	54142	23093
701	54219	23016
702	54288	22935
703	54373	22861
704	54469	22792
705	54555	22718
706	54633	22641
707	54710	22564
708	54787	22486
709	54861	22408
710	54947	22334
711	55020	22255
712	55097	22177
713	55168	22098
714	55249	22022
715	55311	21939
716	55385	21860
717	55460	21782
718	55538	21705
719	55609	21626
720	55691	21550
721	55769	21473
722	55844	21395
723	55917	21316
724	55994	21239
725	56050	21154
726	56126	21076
727	56200	20997
728	56274	20919
729	56346	20840
730	56424	20763
731	56498	20685
732	56581	20610
733	56673	20538
734	56765	20466
735	56849	20391
736	56920	20312
737	56993	20233
738	57074	20157
739	57157	20082
740	57231	20003
741	57306	19926
742	57383	19848
743	57469	19774
744	57547	19697
745	57634	19623
746	57713	19546
747	57786	19468
748	57868	19392
749	57947	19315
750	58025	19238
751	58103	19161
752	58187	19086
753	58263	19009
754	58340	18931
755	58418	18854
756	58493	18776
757	58579	18702
758	58657	18625
759	58730	18546
760	58813	18470
761	58899	18396
762	58970	18317
763	59043	18238
764	59121	18161
765	59234	18095
766	59314	18018
767	59396	17942
768	59473	17865
769	59547	17787
770	59630	17711
771	59709	17634
772	59787	17557
773	59863	17479
774	59930	17399
775	60003	17320
776	60083	17244
777	60165	17168
778	60239	17089
779	60320	17013
780	60402	16937
781	60479	16859
782	60558	16783
783	60637	16706
784	60719	16630
785	60798	16553
786	60870	16474
787	60951	16398
788	61054	16327
789	61145	16253
790	61223	16176
791	61300	16099
792	61370	16019
793	61443	15941
794	61521	15863
795	61598	15786
796	61670	15707
797	61745	15629
798	61817	15551
799	61884	15471
800	61954	15391
801	62034	15315
802	62117	15239
803	62200	15163
804	62270	15084
805	62348	15007
806	62419	14928
807	62493	14849
808	62570	14772
809	62653	14696
810	62726	14618
811	62803	14540
812	62882	14463
813	62957	14385
814	63040	14309
815	63118	14232
816	63211	14158
817	63314	14087
818	63394	14010
819	63475	13933
820	63561	13858
821	63636	13780
822	63717	13703
823	63790	13625
824	63870	13548
825	63952	13471
826	64031	13394
827	64098	13315
828	64176	13237
829	64255	13160
830	64333	13083
831	64413	13006
832	64494	12929
833	64575	12853
834	64650	12775
835	64731	12698
836	64812	12621
837	64893	12545
838	64974	12468
839	65036	12387
840	65103	12308
841	65181	12231
842	65260	12154
843	65333	12075
844	65427	12001
845	65514	11925
846	65596	11849
847	65669	11770
848	65744	11692
849	65825	11616
850	65903	11538
851	65985	11462
852	66065	11385
853	66137	11306
854	66218	11230
855	66294	11152
856	66369	11074
857	66449	10997
858	66527	10920
859	66600	10841
860	66676	10764
861	66761	10687
862	66844	10611
863	66943	10537
864	67035	10462
865	67122	10386
866	67192	10307
867	67265	10229
868	67340	10151
869	67410	10072
870	67487	9995
871	67562	9917
872	67635	9839
873	67728	9764
874	67814	9687
875	67881	9608
