iter	Passed	Remaining
0	90	89996
1	182	91278
2	266	88401
3	349	87093
4	435	86637
5	519	85991
6	604	85707
7	685	84942
8	770	84804
9	855	84709
10	939	84494
11	1022	84170
12	1107	84054
13	1194	84110
14	1336	87758
15	1421	87398
16	1502	86892
17	1586	86566
18	1670	86267
19	1738	85172
20	1823	85015
21	1903	84615
22	1988	84476
23	2075	84403
24	2167	84545
25	2258	84597
26	2344	84473
27	2422	84094
28	2503	83815
29	2583	83530
30	2664	83271
31	2751	83224
32	2827	82854
33	2916	82870
34	3005	82876
35	3082	82544
36	3165	82383
37	3251	82321
38	3339	82289
39	3422	82137
40	3505	81997
41	3579	81641
42	3659	81436
43	3732	81095
44	3807	80794
45	3873	80342
46	3947	80038
47	4031	79966
48	4116	79900
49	4207	79936
50	4274	79539
51	4390	80040
52	4486	80172
53	4574	80132
54	4662	80108
55	4750	80084
56	4834	79987
57	4920	79915
58	4986	79534
59	5066	79375
60	5150	79284
61	5227	79086
62	5308	78946
63	5395	78903
64	5463	78596
65	5553	78591
66	5627	78361
67	5707	78221
68	5791	78138
69	5881	78136
70	5974	78173
71	6050	77985
72	6135	77907
73	6205	77652
74	6288	77556
75	6377	77537
76	6465	77506
77	6562	77572
78	6668	77748
79	6753	77667
80	6836	77560
81	6918	77454
82	7003	77374
83	7085	77263
84	7170	77190
85	7254	77104
86	7342	77050
87	7422	76924
88	7498	76757
89	7570	76549
90	7651	76428
91	7716	76163
92	7795	76028
93	7884	75992
94	7964	75873
95	8044	75755
96	8115	75552
97	8203	75508
98	8270	75270
99	8347	75126
100	8417	74921
101	8500	74840
102	8590	74810
103	8665	74659
104	8753	74616
105	8848	74628
106	8943	74642
107	9028	74567
108	9109	74463
109	9187	74338
110	9271	74251
111	9339	74049
112	9428	74007
113	9513	73934
114	9583	73747
115	9656	73587
116	9737	73487
117	9830	73476
118	9913	73390
119	9997	73311
120	10080	73232
121	10160	73119
122	10245	73050
123	10326	72948
124	10397	72779
125	10478	72686
126	10551	72533
127	10621	72362
128	10710	72314
129	10788	72197
130	10870	72111
131	10967	72121
132	11058	72085
133	11154	72087
134	11241	72026
135	11316	71891
136	11400	71813
137	11465	71616
138	11553	71567
139	11632	71456
140	11713	71363
141	11797	71281
142	11882	71211
143	11965	71129
144	12052	71066
145	12136	70992
146	12213	70870
147	12286	70729
148	12373	70669
149	12446	70531
150	12523	70414
151	12611	70360
152	12695	70281
153	12778	70199
154	12866	70141
155	12956	70096
156	13045	70046
157	13122	69929
158	13226	69957
159	13316	69911
160	13397	69818
161	13472	69692
162	13548	69569
163	13634	69504
164	13724	69455
165	13812	69393
166	13900	69334
167	13977	69224
168	14060	69136
169	14138	69029
170	14231	68995
171	14315	68915
172	14399	68832
173	14481	68745
174	14569	68685
175	14667	68670
176	14750	68585
177	14813	68410
178	14909	68382
179	15003	68349
180	15098	68319
181	15187	68258
182	15282	68228
183	15380	68210
184	15479	68194
185	15555	68076
186	15628	67947
187	15709	67849
188	15770	67671
189	15840	67531
190	15931	67477
191	16010	67379
192	16095	67302
193	16182	67230
194	16269	67164
195	16350	67072
196	16439	67008
197	16512	66882
198	16589	66772
199	16665	66662
200	16750	66585
201	16837	66517
202	16920	66431
203	16997	66322
204	17078	66230
205	17155	66123
206	17242	66053
207	17323	65962
208	17403	65866
209	17479	65756
210	17563	65675
211	17666	65665
212	17763	65631
213	17841	65531
214	17926	65453
215	18007	65361
216	18097	65302
217	18181	65220
218	18258	65115
219	18342	65033
220	18431	64969
221	18521	64909
222	18601	64813
223	18670	64679
224	18745	64566
225	18833	64500
226	18917	64419
227	18996	64320
228	19075	64222
229	19146	64097
230	19230	64018
231	19307	63916
232	19388	63825
233	19475	63753
234	19566	63693
235	19644	63595
236	19730	63521
237	19821	63460
238	19927	63452
239	20019	63396
240	20106	63321
241	20193	63250
242	20280	63178
243	20364	63097
244	20446	63009
245	20538	62950
246	20613	62841
247	20702	62775
248	20785	62690
249	20858	62575
250	20942	62492
251	21035	62438
252	21117	62350
253	21201	62270
254	21272	62149
255	21357	62069
256	21444	61998
257	21523	61900
258	21614	61838
259	21698	61758
260	21782	61676
261	21863	61585
262	21952	61517
263	22056	61489
264	22147	61427
265	22244	61382
266	22325	61291
267	22411	61212
268	22499	61142
269	22585	61063
270	22672	60989
271	22737	60855
272	22818	60765
273	22904	60689
274	22989	60609
275	23071	60521
276	23151	60427
277	23240	60359
278	23329	60288
279	23411	60201
280	23501	60134
281	23585	60051
282	23669	59968
283	23754	59887
284	23843	59817
285	23925	59729
286	24021	59676
287	24111	59609
288	24195	59526
289	24304	59503
290	24391	59427
291	24479	59353
292	24572	59292
293	24652	59199
294	24726	59092
295	24811	59010
296	24870	58867
297	24958	58794
298	25051	58733
299	25132	58642
300	25212	58549
301	25290	58453
302	25370	58361
303	25441	58248
304	25524	58161
305	25613	58089
306	25701	58016
307	25789	57943
308	25879	57873
309	25965	57794
310	26049	57711
311	26119	57596
312	26207	57522
313	26296	57450
314	26395	57400
315	26503	57367
316	26593	57296
317	26675	57209
318	26756	57119
319	26845	57045
320	26930	56965
321	27023	56899
322	27105	56811
323	27192	56734
324	27274	56646
325	27356	56559
326	27436	56467
327	27517	56378
328	27590	56271
329	27667	56173
330	27753	56094
331	27820	55975
332	27932	55949
333	28018	55869
334	28100	55781
335	28189	55708
336	28253	55585
337	28344	55513
338	28430	55435
339	28505	55333
340	28587	55246
341	28702	55223
342	28798	55162
343	28883	55079
344	28968	54998
345	29039	54889
346	29125	54809
347	29207	54722
348	29290	54635
349	29380	54563
350	29461	54473
351	29536	54373
352	29618	54286
353	29702	54202
354	29777	54102
355	29863	54023
356	29950	53944
357	30035	53862
358	30122	53783
359	30212	53711
360	30297	53629
361	30379	53541
362	30461	53455
363	30543	53366
364	30631	53290
365	30711	53200
366	30802	53128
367	30898	53065
368	30992	52998
369	31079	52919
370	31167	52842
371	31244	52746
372	31331	52667
373	31430	52608
374	31518	52530
375	31597	52438
376	31677	52347
377	31762	52265
378	31852	52190
379	31940	52113
380	32031	52040
381	32113	51953
382	32188	51854
383	32268	51763
384	32345	51668
385	32435	51594
386	32508	51493
387	32597	51416
388	32684	51337
389	32766	51249
390	32849	51163
391	32926	51069
392	33024	51007
393	33124	50947
394	33218	50879
395	33307	50803
396	33396	50725
397	33482	50644
398	33568	50562
399	33650	50475
400	33743	50405
401	33825	50318
402	33915	50241
403	33997	50154
404	34089	50082
405	34179	50006
406	34259	49915
407	34350	49842
408	34435	49758
409	34524	49681
410	34603	49590
411	34691	49511
412	34775	49426
413	34856	49338
414	34935	49245
415	35018	49160
416	35089	49058
417	35178	48980
418	35275	48914
419	35369	48844
420	35455	48762
421	35547	48688
422	35626	48596
423	35700	48498
424	35781	48410
425	35860	48318
426	35946	48237
427	36026	48147
428	36118	48073
429	36206	47995
430	36271	47885
431	36361	47808
432	36424	47696
433	36508	47611
434	36594	47530
435	36680	47449
436	36771	47374
437	36867	47305
438	36960	47231
439	37042	47144
440	37126	47060
441	37209	46974
442	37295	46892
443	37366	46792
444	37457	46716
445	37560	46655
446	37659	46590
447	37756	46521
448	37843	46440
449	37931	46361
450	38011	46271
451	38088	46177
452	38174	46095
453	38263	46017
454	38333	45915
455	38418	45833
456	38495	45739
457	38586	45663
458	38671	45579
459	38752	45492
460	38845	45418
461	38931	45335
462	39013	45249
463	39089	45155
464	39170	45067
465	39261	44991
466	39349	44911
467	39424	44815
468	39508	44731
469	39591	44645
470	39684	44571
471	39792	44513
472	39877	44429
473	39957	44340
474	40036	44251
475	40128	44175
476	40219	44098
477	40300	44010
478	40390	43931
479	40477	43850
480	40561	43765
481	40648	43684
482	40726	43593
483	40809	43507
484	40894	43424
485	40981	43342
486	41067	43259
487	41150	43174
488	41237	43092
489	41326	43013
490	41409	42927
491	41493	42842
492	41577	42757
493	41649	42661
494	41736	42579
495	41835	42510
496	41929	42435
497	42022	42360
498	42116	42285
499	42199	42199
500	42289	42120
501	42363	42025
502	42440	41934
503	42526	41851
504	42613	41769
505	42705	41692
506	42780	41599
507	42872	41522
508	42958	41439
509	43045	41357
510	43124	41267
511	43210	41184
512	43284	41090
513	43371	41008
514	43451	40920
515	43539	40839
516	43628	40759
517	43703	40666
518	43785	40579
519	43874	40499
520	43954	40411
521	44039	40327
522	44131	40249
523	44229	40178
524	44318	40097
525	44401	40011
526	44480	39922
527	44568	39841
528	44651	39755
529	44738	39674
530	44825	39592
531	44904	39502
532	44986	39415
533	45078	39337
534	45166	39256
535	45244	39167
536	45327	39081
537	45427	39010
538	45507	38922
539	45580	38827
540	45660	38740
541	45749	38658
542	45829	38571
543	45922	38493
544	46008	38411
545	46095	38328
546	46178	38242
547	46265	38160
548	46365	38089
549	46466	38018
550	46557	37938
551	46646	37858
552	46728	37771
553	46815	37689
554	46898	37603
555	46986	37521
556	47072	37438
557	47153	37350
558	47240	37268
559	47328	37186
560	47408	37099
561	47488	37010
562	47577	36929
563	47660	36844
564	47734	36751
565	47824	36670
566	47911	36588
567	47993	36501
568	48078	36418
569	48165	36335
570	48253	36253
571	48336	36168
572	48426	36087
573	48513	36004
574	48625	35940
575	48722	35865
576	48804	35778
577	48887	35693
578	48968	35605
579	49056	35523
580	49139	35438
581	49228	35356
582	49306	35267
583	49391	35182
584	49456	35084
585	49539	34998
586	49622	34913
587	49708	34829
588	49778	34735
589	49866	34652
590	49945	34564
591	50030	34480
