iter	Logloss
0	0.4702068149
1	0.3404994693
2	0.2730449621
3	0.2351827905
4	0.2142267621
5	0.1998334349
6	0.1915662694
7	0.1852954657
8	0.1811335827
9	0.1745954453
10	0.1710043262
11	0.1682752621
12	0.1666720381
13	0.1642369142
14	0.1626438203
15	0.1614075796
16	0.1602000512
17	0.1594711895
18	0.1578263439
19	0.1569478318
20	0.1562942296
21	0.1553785687
22	0.1548658012
23	0.1539277553
24	0.1535394148
25	0.1531755852
26	0.1528024027
27	0.1522456753
28	0.1519202714
29	0.1517155502
30	0.1512810062
31	0.151016071
32	0.1508201582
33	0.1506434524
34	0.1502575151
35	0.1500990596
36	0.149940771
37	0.1497678562
38	0.1495837787
39	0.1494555928
40	0.1492921602
41	0.1492165956
42	0.1491218372
43	0.1489333552
44	0.1488113045
45	0.1486773799
46	0.1485777686
47	0.1484533717
48	0.1483965839
49	0.1483048397
50	0.1482297896
51	0.1481488695
52	0.1479837704
53	0.1478326775
54	0.1477453775
55	0.1476554562
56	0.1476532359
57	0.1476513669
58	0.1475572051
59	0.1474834745
60	0.147400703
61	0.1473437417
62	0.1473137423
63	0.1471325935
64	0.1470602919
65	0.146988917
66	0.1469245755
67	0.1468540024
68	0.1467502664
69	0.1467338637
70	0.1466756766
71	0.1465514652
72	0.1464822347
73	0.1463903945
74	0.1463290685
75	0.1463032431
76	0.1462650989
77	0.146208133
78	0.1461136087
79	0.1460637304
80	0.1459480019
81	0.1458867024
82	0.1458353969
83	0.1458040504
84	0.1457341514
85	0.1455762076
86	0.1455746863
87	0.1454817781
88	0.1454792057
89	0.1454078798
90	0.1453311115
91	0.1452784325
92	0.1452205677
93	0.1451586323
94	0.1451547194
95	0.1451399733
96	0.1451132163
97	0.1450244397
98	0.1450216535
99	0.1449073759
100	0.1448560604
101	0.1448136043
102	0.1447506142
103	0.1447110631
104	0.144680329
105	0.1446020773
106	0.1445296553
107	0.1444839565
108	0.1444300824
109	0.1444207069
110	0.1443587187
111	0.1443409211
112	0.1443186511
113	0.14431403
114	0.1442384776
115	0.1442178661
116	0.1441673459
117	0.1441239385
118	0.1440882606
119	0.1440844507
120	0.1440516626
121	0.1440232343
122	0.1440161609
123	0.1439872434
124	0.1439785173
125	0.1439771545
126	0.1439300397
127	0.143890469
128	0.1438615017
129	0.1438492346
130	0.1437689512
131	0.1436905576
132	0.1436449253
133	0.1435608359
134	0.1435356843
135	0.1435175231
136	0.1435014245
137	0.1434712656
138	0.1434602878
139	0.1433971911
140	0.1433754623
141	0.1433661468
142	0.1433270139
143	0.1432951629
144	0.1432650311
145	0.1432558759
146	0.1432397095
147	0.1432124001
148	0.1431632331
149	0.1430950346
150	0.1430904309
151	0.143000402
152	0.1429544995
153	0.1429116367
154	0.1429060147
155	0.1428977663
156	0.1428273999
157	0.1427533479
158	0.1426754693
159	0.1426637347
160	0.1426406674
161	0.1425676879
162	0.1425309459
163	0.1425239399
164	0.1424786863
165	0.142474668
166	0.1424453536
167	0.1424440251
168	0.1423930302
169	0.1423612167
170	0.1423499755
171	0.1423365864
172	0.1422990164
173	0.1422552816
174	0.1421896887
175	0.1421110641
176	0.1420982718
177	0.1420534386
178	0.1420227773
179	0.1419893765
180	0.1419502864
181	0.1419299149
182	0.1418577484
183	0.1418040364
184	0.1417548267
185	0.1417060318
186	0.141699065
187	0.1416860885
188	0.141604591
189	0.1415808651
190	0.1415279556
191	0.1414899608
192	0.1414658401
193	0.1414570244
194	0.1414249712
195	0.1413647836
196	0.1413129537
197	0.1412788145
198	0.1412164516
199	0.1411354817
200	0.1410917272
201	0.1410828158
202	0.1410775947
203	0.1410197397
204	0.1409911692
205	0.1409629335
206	0.1409216746
207	0.1408766251
208	0.1408277032
209	0.1408119303
210	0.140795466
211	0.1407759434
212	0.1407698
213	0.1407555542
214	0.1407387612
215	0.1407320407
216	0.1406947983
217	0.1406064561
218	0.1405716411
219	0.1405073101
220	0.1404606756
221	0.1404178349
222	0.1403916611
223	0.1403752272
224	0.1403472858
225	0.1403330978
226	0.1403093266
227	0.1402533778
228	0.1402162539
229	0.1401644747
230	0.140110431
231	0.140094386
232	0.1400396205
233	0.1400323747
234	0.1399700384
235	0.1399660493
236	0.1399064401
237	0.1398629596
238	0.1398102428
239	0.1397524405
240	0.1396873694
241	0.1396501023
242	0.1396310694
243	0.1395916012
244	0.1395615924
245	0.139543514
246	0.1394822462
247	0.1394432796
248	0.139423157
249	0.1393732554
250	0.1393553574
251	0.1392762365
252	0.1392341636
253	0.1392092996
254	0.1391912503
255	0.1391477558
256	0.1391409226
257	0.1390686275
258	0.1390335819
259	0.139026214
260	0.138993508
261	0.1389753075
262	0.1389092616
263	0.1388732355
264	0.1388560648
265	0.1387927633
266	0.1387818547
267	0.1387742331
268	0.1387318379
269	0.1386888116
270	0.1386780394
271	0.1386110236
272	0.1385881452
273	0.1385504102
274	0.1385293662
275	0.1385094401
276	0.1384823886
277	0.1384789664
278	0.1384542821
279	0.1384281835
280	0.1384199963
281	0.1384072137
282	0.1383951104
283	0.1383629288
284	0.1383238301
285	0.1383011831
286	0.1382467977
287	0.1382380308
288	0.138203455
289	0.1381801176
290	0.1381309056
291	0.1380981018
292	0.1380609324
293	0.1380286962
294	0.1380085899
295	0.137939794
296	0.1379042736
297	0.1378527354
298	0.1378105117
299	0.1377880276
300	0.1377672268
301	0.1377543725
302	0.1377513224
303	0.1377209409
304	0.1376712204
305	0.1376235015
306	0.1375985998
307	0.1375479732
308	0.1375441905
309	0.1374944231
310	0.1374388347
311	0.1373856945
312	0.1373030883
313	0.1372420863
314	0.1372015439
315	0.1371590996
316	0.1371394014
317	0.1371246541
318	0.1370635547
319	0.1370357728
320	0.1370109915
321	0.1369943046
322	0.136983955
323	0.1369201438
324	0.1369085918
325	0.1368673025
326	0.1368196365
327	0.1367668645
328	0.1367246079
329	0.1366995367
330	0.1366707958
331	0.136625728
332	0.1366159309
333	0.136568867
334	0.1365259154
335	0.1364622918
336	0.1364239759
337	0.1363477373
338	0.1363179533
339	0.1363064437
340	0.1362615225
341	0.1362400392
342	0.136209935
343	0.1361765875
344	0.1361731202
345	0.1361333988
346	0.1360823097
347	0.1360721581
348	0.1360340576
349	0.1359847439
350	0.1359746797
351	0.135959536
352	0.1359416871
353	0.1359074968
354	0.1358916403
355	0.1358796987
356	0.1358570799
357	0.1358339795
358	0.1357770056
359	0.1357609437
360	0.1357442103
361	0.1357269254
362	0.1356899228
363	0.1356767382
364	0.1356672021
365	0.1356401441
366	0.1356259902
367	0.1355786523
368	0.1355201394
369	0.1354548889
370	0.1354435271
371	0.1354041088
372	0.1353860474
373	0.1353581126
374	0.1353493972
375	0.1353033286
376	0.1352881208
377	0.1352662333
378	0.1352421345
379	0.1352204435
380	0.135186971
381	0.1351442562
382	0.1350805324
383	0.1350454637
384	0.1349886441
385	0.1349663903
386	0.1349463816
387	0.1349172313
388	0.1348949141
389	0.1348440258
390	0.1348040429
391	0.1347472347
392	0.1347019357
393	0.134649102
394	0.134619014
395	0.134592829
396	0.1345759153
397	0.1345637184
398	0.1345035398
399	0.1344504357
400	0.1344088379
401	0.1343676484
402	0.1343474397
403	0.1343276346
404	0.1343046974
405	0.1342535392
406	0.1341823948
407	0.1341687274
408	0.1341636472
409	0.1341493144
410	0.1340884535
411	0.1340465882
412	0.1340107091
413	0.133978842
414	0.1339708584
415	0.1339258272
416	0.1338747532
417	0.1338583093
418	0.1338125856
419	0.133776733
420	0.1337284132
421	0.133680499
422	0.1336407892
423	0.1335811251
424	0.1335423188
425	0.1335159225
426	0.1335021221
427	0.1334525574
428	0.1334318099
429	0.133382676
430	0.1333747654
431	0.1333321609
432	0.1332775339
433	0.1332644874
434	0.1332353619
435	0.1332169461
436	0.133211277
437	0.1331737756
438	0.1331628548
439	0.133152151
440	0.1331357311
441	0.1331011465
442	0.1330504889
443	0.1330416461
444	0.1329993803
445	0.132971043
446	0.1329423762
447	0.1329384121
448	0.1329005401
449	0.1328669666
450	0.1328361772
451	0.1327829844
452	0.1327551008
453	0.1327154942
454	0.1326740924
455	0.1326547772
456	0.1326386252
457	0.1326017918
458	0.1326011607
459	0.1325331039
460	0.1324745526
461	0.1324607983
462	0.1324285614
463	0.1324145618
464	0.1324003987
465	0.1323719137
466	0.1323431213
467	0.1323233681
468	0.1322845434
469	0.1322423567
470	0.1322354829
471	0.1322289701
472	0.1322081587
473	0.1321970038
474	0.1321480111
475	0.1321153047
476	0.1320966807
477	0.132070556
478	0.1320469686
479	0.1320436309
480	0.1319965574
481	0.1319693198
482	0.1319316385
483	0.1318928048
484	0.1318843469
485	0.1318642774
486	0.1318403037
487	0.131805309
488	0.1318017184
489	0.1317853016
490	0.1317687022
491	0.1317469095
492	0.1317303469
493	0.1317223931
494	0.1317024127
495	0.1316981258
496	0.1316568222
497	0.1316437004
498	0.1316040038
499	0.1315457715
500	0.1315428593
501	0.131518032
502	0.1314903881
503	0.1314738632
504	0.1314696951
505	0.1314299335
506	0.1313938004
507	0.1313580194
508	0.1313316754
509	0.1313065672
510	0.1312572761
511	0.1312495525
512	0.1312142043
513	0.1311993457
514	0.1311840144
515	0.1311757096
516	0.1311323958
517	0.1311050865
518	0.131096905
519	0.1310830093
520	0.1310715317
521	0.1310483285
522	0.1310108563
523	0.1309743904
524	0.1309556539
525	0.1309314335
526	0.1308891891
527	0.1308852715
528	0.1308470034
529	0.1308113996
530	0.1307956291
531	0.1307820561
532	0.1307405789
533	0.1307274903
534	0.1307194137
535	0.1306420302
536	0.1305887415
537	0.1305492093
538	0.1305060171
539	0.1304554411
540	0.1304300042
541	0.1303715665
542	0.1303241292
543	0.1303057697
544	0.1302926584
545	0.1302518791
546	0.1302283262
547	0.1302193484
548	0.1302060412
549	0.1301753181
550	0.1301133717
551	0.1300744117
552	0.130065979
553	0.1300251298
554	0.1300102437
555	0.1299527593
556	0.1299255409
557	0.1298935845
558	0.1298771418
559	0.1298650868
560	0.1298483546
561	0.1298434948
562	0.129823774
563	0.1297929822
564	0.1297778785
565	0.1297707292
566	0.1297123511
567	0.1296936816
568	0.1296919477
569	0.129643688
570	0.1296216196
571	0.1296168164
572	0.129588811
573	0.1295797889
574	0.1295605954
575	0.1295524117
576	0.1295453301
577	0.1295305066
578	0.1295258763
579	0.1294991941
580	0.1294898068
581	0.129441654
582	0.129423043
583	0.1293993113
584	0.1293890271
585	0.1293424606
586	0.129304703
587	0.1293010176
588	0.1292774262
589	0.1292502077
590	0.1292189478
591	0.129202209
592	0.129195869
593	0.1291485262
594	0.1290873981
595	0.1290722529
596	0.1290390729
597	0.1290309967
598	0.1289785052
599	0.128956671
600	0.12893062
601	0.1289126687
602	0.1288882151
603	0.1288689851
604	0.1288375463
605	0.1288135405
606	0.1288094631
607	0.1287676267
608	0.1287516555
609	0.1287440533
610	0.1287258496
611	0.1287111527
612	0.1286985195
613	0.128658006
614	0.1286469079
615	0.1286168191
616	0.128606856
617	0.1285746897
618	0.1285407125
619	0.1285091713
620	0.1284861489
621	0.1284230372
622	0.1284114392
623	0.1283927932
624	0.1283669514
625	0.1283472725
626	0.1283446178
627	0.1283330013
628	0.1282804585
629	0.1282616305
630	0.1282475388
631	0.1282291581
632	0.1282157982
633	0.1281963797
634	0.1281814511
635	0.1281733984
636	0.1281666446
637	0.1281595446
638	0.1281431708
639	0.1280645345
640	0.1280450021
641	0.1280035232
642	0.1279896322
643	0.1279728704
644	0.1279096803
645	0.1278827971
646	0.1278643399
647	0.1278368402
648	0.1277969368
649	0.1277751091
650	0.127756293
651	0.1277381811
652	0.1276753469
653	0.1276544638
654	0.1276016906
655	0.1275768855
656	0.1275507034
657	0.1275112531
658	0.1274749292
659	0.1274555187
660	0.1274264849
661	0.1274149008
662	0.1273845862
663	0.1273803312
664	0.1273650964
665	0.127323648
666	0.1273119871
667	0.1272644467
668	0.1272506861
669	0.1271926187
670	0.127174997
671	0.1271326883
672	0.1271217494
673	0.127119853
674	0.1270893223
675	0.1270621178
676	0.1270195977
677	0.126998012
678	0.1269708251
679	0.1269363723
680	0.1269057072
681	0.126888971
682	0.126857251
